close,high,low,open,timestamp,volume
0.02549436,0.02549436,0.02547574,0.02547574,1541894400,1294.1473
0.02546028,0.02547571,0.02546028,0.02547571,1541894460,1208.8008
0.02545785,0.02546567,0.02545785,0.02545786,1541894520,544.4401
0.02544411,0.02545007,0.02544411,0.02545007,1541894580,364.507
0.02543844,0.02544612,0.02543844,0.02544612,1541894640,723.4687
0.0254384,0.0254622,0.02543837,0.0254622,1541894700,871.8479
0.02543198,0.02543198,0.02543198,0.02543198,1541894760,403.5212
0.02543563,0.02543563,0.02543199,0.02543199,1541894820,643.4389
0.02543196,0.02543196,0.02543196,0.02543196,1541894880,881.0068
0.02543196,0.02545889,0.02543196,0.02545889,1541894940,895.0343
0.02543471,0.0254515,0.02543191,0.02543196,1541895000,1072.4101
0.02543467,0.02543467,0.02543467,0.02543467,1541895060,934.0971
0.02545413,0.02545413,0.02543468,0.02543468,1541895120,628.9702
0.02543463,0.02545399,0.02543463,0.02545399,1541895180,706.0174
0.02543463,0.02543463,0.02543463,0.02543463,1541895240,273.2964
0.02545416,0.02545416,0.02543466,0.02543466,1541895300,651.2524
0.02545721,0.02547747,0.02545424,0.02545424,1541895360,425.1106
0.02547746,0.02547746,0.02545431,0.02545431,1541895420,1524.5336
0.0254543,0.0254543,0.0254543,0.0254543,1541895480,336.3927
0.02548678,0.02548678,0.02545441,0.02545441,1541895540,1232.5773
0.0254643,0.0254643,0.0254643,0.0254643,1541895600,550.3461
0.02545424,0.02546421,0.02545424,0.02546421,1541895660,677.0793
0.02547763,0.02547763,0.02545017,0.02545017,1541895720,676.2872
0.02547762,0.02547762,0.02547762,0.02547762,1541895780,194.8936
0.0254677,0.02547698,0.02544314,0.02547698,1541895840,972.9205
0.02544315,0.02544811,0.02544315,0.02544811,1541895900,474.2095
0.0254432,0.02546588,0.0254432,0.02546588,1541895960,799.6003
0.02544323,0.02546128,0.02544323,0.02546128,1541896020,349.146
0.02543712,0.02544314,0.02543462,0.02544314,1541896080,297.762
0.02544759,0.02545193,0.02543716,0.02543716,1541896140,648.7973
0.02543164,0.0254371,0.02543163,0.0254371,1541896200,533.9077
0.0254254,0.0254509,0.0254254,0.02543163,1541896260,1564.7315
0.02542544,0.0254449,0.02542544,0.02544014,1541896320,811.6025
0.02542538,0.02542538,0.02542538,0.02542538,1541896380,225.7326
0.02544049,0.02544495,0.02543552,0.02544495,1541896440,401.9446
0.02542543,0.0254449,0.02542543,0.0254449,1541896500,679.139
0.02541745,0.025463,0.02541745,0.02544498,1541896560,806.5596
0.02541919,0.02542976,0.02541919,0.02542976,1541896620,417.0958
0.02543858,0.02543858,0.02541932,0.02541932,1541896680,778.0333
0.02542936,0.02542936,0.02541951,0.02541951,1541896740,484.5836
0.02541969,0.02541971,0.02541969,0.02541971,1541896800,701.0586
0.02543857,0.02543857,0.02543857,0.02543857,1541896860,309.537
0.02541963,0.02543281,0.02541963,0.02543281,1541896920,740.1882
0.02543859,0.02543859,0.02543857,0.02543857,1541896980,596.4219
0.02543861,0.02543861,0.02543861,0.02543861,1541897040,217.1422
0.02543859,0.02543859,0.02541954,0.02541954,1541897100,282.0031
0.02543796,0.02543796,0.02541907,0.02541907,1541897160,1158.025
0.0254379,0.0254379,0.02541903,0.02541903,1541897220,577.5296
0.02542101,0.02542101,0.02540755,0.02541903,1541897280,561.7471
0.02541044,0.02543296,0.0254075,0.02543296,1541897340,893.1833
0.02542966,0.02542966,0.02542966,0.02542966,1541897400,443.4858
0.0254102,0.0254102,0.02541017,0.02541017,1541897460,903.8847
0.02542226,0.02542226,0.02541013,0.02541019,1541897520,300.1484
0.02542964,0.02542964,0.02540757,0.02540757,1541897580,824.4206
0.02540759,0.02540759,0.02540759,0.02540759,1541897640,640.8403
0.02540756,0.02542879,0.02540756,0.02542879,1541897700,595.8339
0.02542971,0.02542971,0.0254297,0.0254297,1541897760,941.0659
0.02539977,0.0254297,0.0253942,0.0254297,1541897820,3479.5453
0.02539347,0.02541941,0.02539347,0.02541941,1541897880,1709.8469
0.02539427,0.02541375,0.02539427,0.02541375,1541897940,563.2797
0.02541377,0.02541377,0.02539501,0.02539501,1541898000,455.4861
0.02541377,0.02541377,0.02541372,0.02541372,1541898060,856.3171
0.02540812,0.02541376,0.02540812,0.02541376,1541898120,331.2686
0.02541371,0.02541375,0.02541371,0.02541375,1541898180,831.654
0.02541377,0.02541377,0.02541377,0.02541377,1541898240,394.2871
0.02541377,0.02541377,0.02539801,0.02539801,1541898300,327.4492
0.02539973,0.02539973,0.02539973,0.02539973,1541898360,238.194
0.0253943,0.02541376,0.0253943,0.02541376,1541898420,970.302
0.02541369,0.02541369,0.02541369,0.02541369,1541898480,1044.7305
0.02539449,0.02539449,0.02539449,0.02539449,1541898540,423.9568
0.0253942,0.0254137,0.0253942,0.0254137,1541898600,1290.2403
0.02541374,0.02541374,0.0253943,0.0253943,1541898660,708.7953
0.02540193,0.02541369,0.02540193,0.02541369,1541898720,435.992
0.02539422,0.02541838,0.02538885,0.02541378,1541898780,985.1026
0.02541372,0.02541372,0.02539419,0.02539419,1541898840,431.5463
0.02541374,0.02541374,0.02539425,0.02539425,1541898900,781.6963
0.02541373,0.02541373,0.02541373,0.02541373,1541898960,962.0334
0.0253829,0.02541371,0.0253829,0.02541371,1541899020,1573.1632
0.02538288,0.02540194,0.02538288,0.02538635,1541899080,323.7752
0.02540038,0.02540038,0.02540038,0.02540038,1541899140,685.3548
0.02537334,0.02537767,0.02537334,0.0253734,1541899200,2150.4317
0.02537913,0.02538894,0.02537913,0.02538894,1541899260,363.7879
0.02538882,0.02538882,0.02537913,0.02537913,1541899320,309.4019
0.02538695,0.02538733,0.02537921,0.02537921,1541899380,1354.3276
0.02536528,0.02537913,0.02536528,0.02537913,1541899440,346.2434
0.0253937,0.0253937,0.02536524,0.02536524,1541899500,835.1848
0.02536524,0.02536524,0.02536524,0.02536524,1541899560,319.1515
0.02539222,0.02539222,0.02536529,0.02536529,1541899620,1129.8697
0.02539174,0.02539174,0.02538344,0.02538344,1541899680,310.8187
0.02537226,0.02537226,0.02537226,0.02537226,1541899740,264.8382
0.02539166,0.02539166,0.02537219,0.02537219,1541899800,717.8577
0.0253645,0.02539169,0.0253645,0.02539169,1541899860,472.0171
0.02536614,0.02536617,0.02536614,0.02536617,1541899920,1040.338
0.02536612,0.02536612,0.02536612,0.02536612,1541899980,355.0406
0.02536612,0.0253723,0.02536612,0.0253723,1541900040,464.8317
0.02538562,0.02538562,0.02538557,0.02538557,1541900100,824.4642
0.02538393,0.02538393,0.02536616,0.02536616,1541900160,415.7463
0.02538559,0.02538559,0.02538559,0.02538559,1541900220,290.9654
0.02536615,0.02538367,0.0253661,0.0253661,1541900280,823.2894
0.02535888,0.02536609,0.02535136,0.02536609,1541900340,609.722
0.02537004,0.02537004,0.02535889,0.02535892,1541900400,1005.413
0.02537841,0.02537841,0.02537841,0.02537841,1541900460,255.308
0.02537841,0.02537841,0.02537841,0.02537841,1541900520,234.6599
0.02539278,0.02539278,0.02535967,0.02537838,1541900580,2035.681
0.0253927,0.02539274,0.0253927,0.02539274,1541900640,610.6613
0.02539013,0.02539867,0.02536201,0.02539867,1541900700,1018.3594
0.02539011,0.02539013,0.02538643,0.02539013,1541900760,1124.0698
0.02539008,0.02539008,0.02539008,0.02539008,1541900820,398.679
0.02539015,0.02539015,0.02537067,0.02537067,1541900880,608.375
0.02537064,0.02538696,0.02537064,0.02538696,1541900940,267.2996
0.025376,0.0254,0.02537064,0.02539015,1541901000,783.6613
0.02539652,0.02539652,0.02537706,0.02537706,1541901060,646.3904
0.02539648,0.02539648,0.02539648,0.02539648,1541901120,293.244
0.02537698,0.02539655,0.02537698,0.02539655,1541901180,1066.529
0.02539647,0.02539647,0.02537956,0.02539592,1541901240,828.7176
0.0253965,0.0253965,0.0253706,0.0253706,1541901300,814.455
0.02537067,0.02537067,0.02537067,0.02537067,1541901360,387.1589
0.02539649,0.02539649,0.02537067,0.02538611,1541901420,1090.182
0.02537061,0.02537061,0.02537061,0.02537061,1541901480,312.9898
0.02539484,0.02539642,0.02539484,0.02539642,1541901540,318.1779
0.02538342,0.02538342,0.02535076,0.02537063,1541901600,1038.2256
0.02536398,0.02536398,0.02536398,0.02536398,1541901660,705.0413
0.02536474,0.02538344,0.02536473,0.02538344,1541901720,943.2964
0.02536479,0.02536479,0.02536479,0.02536479,1541901780,847.0253
0.02537038,0.02537038,0.02536475,0.02536475,1541901840,490.3322
0.02539038,0.02539656,0.02536478,0.02536478,1541901900,879.8646
0.02539045,0.02539045,0.02539045,0.02539045,1541901960,534.2508
0.02539043,0.02539043,0.02537173,0.02537173,1541902020,462.7309
0.02537096,0.02539037,0.02537096,0.02539037,1541902080,1366.4896
0.02539046,0.02539046,0.02537494,0.02539038,1541902140,398.7219
0.02539055,0.02539055,0.02539046,0.02539046,1541902200,396.5142
0.02540372,0.02540376,0.02539049,0.02539049,1541902260,1114.1824
0.02540369,0.02540376,0.02539896,0.02540376,1541902320,781.9799
0.02540699,0.02540699,0.02539046,0.02539896,1541902380,369.5552
0.02541311,0.0254194,0.02540699,0.02540699,1541902440,1634.7459
0.02539056,0.02541303,0.02539048,0.02541303,1541902500,472.0077
0.02542973,0.02542973,0.02539051,0.02539051,1541902560,383.2404
0.02541971,0.02542973,0.02541971,0.02542973,1541902620,767.6439
0.02541978,0.02541978,0.02541978,0.02541978,1541902680,288.7604
0.02541977,0.02542973,0.02541974,0.02542973,1541902740,1549.9423
0.02541972,0.02543864,0.02541972,0.02543003,1541902800,460.2408
0.02543094,0.02544279,0.02538504,0.02544279,1541902860,1743.2297
0.02540616,0.02540616,0.02538198,0.02539185,1541902920,245.1159
0.02538203,0.02541144,0.02538202,0.02538202,1541902980,1580.4324
0.02541138,0.02541138,0.02541138,0.02541138,1541903040,698.7217
0.02541141,0.02541141,0.02538439,0.0253946,1541903100,1070.0591
0.0253821,0.0253821,0.02538206,0.02538206,1541903160,829.0096
0.02539782,0.02539782,0.02538246,0.02538246,1541903220,375.5182
0.02538249,0.02538249,0.02538244,0.02538244,1541903280,991.0743
0.02541137,0.02541137,0.02541137,0.02541137,1541903340,551.914
0.02540291,0.02540291,0.02538196,0.02538204,1541903400,877.4024
0.02540085,0.02540085,0.02540085,0.02540085,1541903460,975.3614
0.025404,0.025404,0.02540076,0.02540076,1541903520,794.4219
0.02540398,0.02540398,0.02540084,0.02540084,1541903580,350.8929
0.02538447,0.02540397,0.02538447,0.02540397,1541903640,884.2536
0.02538446,0.02539076,0.02538446,0.02539076,1541903700,437.3937
0.02538449,0.02538449,0.02538449,0.02538449,1541903760,407.468
0.02540402,0.02540402,0.02538448,0.02538448,1541903820,828.446
0.02540398,0.02540398,0.02540213,0.02540213,1541903880,467.0948
0.02538453,0.02538453,0.02538453,0.02538453,1541903940,446.817
0.02540266,0.02540266,0.02538452,0.02538452,1541904000,1159.9633
0.02538446,0.02538446,0.02538446,0.02538446,1541904060,551.0789
0.02540401,0.02540401,0.02538453,0.02538453,1541904120,890.6422
0.02538448,0.02539504,0.02538448,0.02539504,1541904180,224.3969
0.0253845,0.0253845,0.0253845,0.0253845,1541904240,360.7152
0.02540296,0.02540296,0.02537649,0.02538446,1541904300,1058.2703
0.02539455,0.02539455,0.02537653,0.02537653,1541904360,363.909
0.02537651,0.02537657,0.02537651,0.02537657,1541904420,1418.5358
0.02537654,0.02537654,0.02537654,0.02537654,1541904480,917.0781
0.02540399,0.02540399,0.02540394,0.02540394,1541904540,289.9624
0.02537653,0.02540401,0.02537653,0.02540401,1541904600,658.7448
0.02540395,0.02540395,0.02540395,0.02540395,1541904660,370.3367
0.02540402,0.02540402,0.02539713,0.02540398,1541904720,1156.148
0.02537962,0.02537962,0.02537962,0.02537962,1541904780,249.9356
0.02537965,0.02537965,0.02537965,0.02537965,1541904840,426.2917
0.02537959,0.02538413,0.02537959,0.02538413,1541904900,1205.6963
0.02537963,0.02537963,0.02537963,0.02537963,1541904960,718.126
0.02539759,0.02540402,0.02539759,0.02540402,1541905020,1258.0147
0.02540399,0.025404,0.02540399,0.025404,1541905080,747.8117
0.0253765,0.0253765,0.0253765,0.0253765,1541905140,283.4573
0.02537652,0.02537905,0.02537652,0.02537905,1541905200,308.4719
0.02540392,0.02540392,0.02540392,0.02540392,1541905260,493.1716
0.02540293,0.02540293,0.02537657,0.02537657,1541905320,1332.4213
0.02540196,0.02540196,0.02540196,0.02540196,1541905380,210.8177
0.0253709,0.02537891,0.0253709,0.02537891,1541905440,738.0418
0.02539582,0.02539582,0.02537091,0.02537091,1541905500,659.9399
0.02539839,0.02539839,0.02539839,0.02539839,1541905560,316.039
0.02540393,0.02540396,0.02537093,0.02537093,1541905620,777.5617
0.02540403,0.02540403,0.02540403,0.02540403,1541905680,542.6819
0.025415,0.025415,0.02537767,0.02540396,1541905740,1191.6369
0.025409,0.02543096,0.025409,0.02541623,1541905800,457.112
0.02540504,0.02541096,0.02540504,0.025409,1541905860,1096.2687
0.02542016,0.0254245,0.02542016,0.0254245,1541905920,570.5921
0.02540539,0.02542455,0.02540506,0.02540506,1541905980,642.576
0.0254298,0.0254298,0.02541196,0.02541196,1541906040,870.5736
0.02542975,0.02542975,0.02541206,0.02541206,1541906100,1437.2693
0.02542988,0.02543536,0.02542983,0.02542983,1541906160,395.7807
0.0254399,0.02544288,0.02543005,0.02544288,1541906220,366.3845
0.02543005,0.02544288,0.02543005,0.02544093,1541906280,407.1416
0.02543045,0.02543045,0.02543026,0.02543026,1541906340,793.4455
0.02544467,0.02544706,0.02544467,0.02544706,1541906400,272.5412
0.02542978,0.02542984,0.02542978,0.02542984,1541906460,698.9606
0.02542968,0.02544711,0.02542968,0.02544711,1541906520,2105.4025
0.02541984,0.02543938,0.02541984,0.02542408,1541906580,293.4872
0.02541978,0.02541984,0.02541976,0.02541984,1541906640,1131.9361
0.02541894,0.02541984,0.02541894,0.02541984,1541906700,457.837
0.02541984,0.02541984,0.02541977,0.02541977,1541906760,498.2763
0.02541939,0.02544861,0.02541931,0.02541984,1541906820,1506.7035
0.02541934,0.02542469,0.02541934,0.02542469,1541906880,437.8722
0.02543885,0.02543885,0.02543885,0.02543885,1541906940,700.5958
0.02541935,0.02543885,0.02541935,0.02543885,1541907000,1089.6782
0.02541937,0.02543791,0.02541937,0.02543791,1541907060,808.0529
0.02540617,0.025432,0.0254,0.02541931,1541907120,1160.085
0.02539332,0.02542489,0.02539332,0.02542489,1541907180,361.3686
0.02539913,0.02541792,0.02539913,0.02539978,1541907240,370.1377
0.02539332,0.02541687,0.02539332,0.02541687,1541907300,1335.108
0.02538806,0.02540973,0.02538757,0.02538757,1541907360,271.5579
0.0253876,0.02541181,0.0253876,0.02541181,1541907420,535.4791
0.02541167,0.02541167,0.02541167,0.02541167,1541907480,553.2756
0.02541697,0.02541697,0.02538756,0.02538756,1541907540,447.5708
0.02541268,0.02541268,0.02541267,0.02541267,1541907600,1096.9357
0.02541272,0.02541272,0.02541272,0.02541272,1541907660,843.46
0.02541267,0.02541267,0.02539319,0.02541032,1541907720,1466.5429
0.0253932,0.0253932,0.0253932,0.0253932,1541907780,401.102
0.02540741,0.02541266,0.02540741,0.02541266,1541907840,298.1216
0.02539318,0.02539319,0.02539318,0.02539319,1541907900,1268.1804
0.02539319,0.02539319,0.02539319,0.02539319,1541907960,449.5958
0.02539324,0.0253945,0.02539324,0.0253945,1541908020,443.4619
0.02539323,0.02541267,0.02539323,0.02541267,1541908080,726.1184
0.02539966,0.02541274,0.02539966,0.02541274,1541908140,364.6389
0.02541269,0.02541274,0.02541266,0.02541274,1541908200,966.8006
0.02541869,0.02541869,0.02541869,0.02541869,1541908260,293.9671
0.02541269,0.02541802,0.02541269,0.02541802,1541908320,318.783
0.02541867,0.02541867,0.0254127,0.0254127,1541908380,940.244
0.02541839,0.02541839,0.02541266,0.02541266,1541908440,762.4303
0.02541269,0.02541863,0.02541269,0.02541863,1541908500,804.738
0.02541266,0.02541872,0.02541266,0.02541266,1541908560,437.0117
0.02541871,0.02541871,0.02541527,0.02541527,1541908620,849.196
0.02541864,0.02541864,0.02541269,0.02541269,1541908680,927.4281
0.02541662,0.02541863,0.02541662,0.02541863,1541908740,326.3838
0.02541865,0.02541865,0.02541865,0.02541865,1541908800,532.2575
0.02539804,0.02539809,0.02539804,0.02539809,1541908860,1339.5377
0.02543207,0.02543207,0.0254027,0.0254027,1541908920,797.1721
0.02542456,0.02542456,0.02542456,0.02542456,1541908980,1004.2141
0.02541623,0.02542457,0.02541623,0.02542448,1541909040,862.5708
0.02542453,0.02542453,0.02542453,0.02542453,1541909100,353.5539
0.02540503,0.02542457,0.025405,0.02542457,1541909160,703.6855
0.02540499,0.0254241,0.02540499,0.0254241,1541909220,254.0117
0.02540501,0.02542889,0.02540501,0.02542889,1541909280,1490.2281
0.02542906,0.02542908,0.02542906,0.02542908,1541909340,927.0312
0.025429,0.025429,0.02540504,0.02542157,1541909400,671.6794
0.02540499,0.02542908,0.02540499,0.02542908,1541909460,763.2924
0.02542799,0.02542799,0.02540505,0.02540505,1541909520,350.5773
0.02542901,0.02542901,0.02540498,0.02540498,1541909580,880.1691
0.02542902,0.02542902,0.02540498,0.02540498,1541909640,371.3848
0.02544098,0.02544098,0.02540504,0.02540504,1541909700,719.9877
0.02543133,0.02543133,0.02543133,0.02543133,1541909760,404.1473
0.02541182,0.02543133,0.02541182,0.0254119,1541909820,696.3656
0.02540502,0.02540502,0.02540502,0.02540502,1541909880,518.7336
0.02540502,0.02540502,0.025405,0.025405,1541909940,1120.4393
0.02543132,0.02543132,0.02541702,0.02541702,1541910000,380.5216
0.02543133,0.02543133,0.02543133,0.02543133,1541910060,389.6405
0.02540566,0.02543129,0.02540508,0.02540508,1541910120,711.0606
0.0254313,0.0254313,0.0254313,0.0254313,1541910180,1051.5091
0.02543135,0.02543137,0.02543135,0.02543137,1541910240,991.6476
0.02543129,0.02543129,0.0254241,0.0254241,1541910300,419.8039
0.02540503,0.02540503,0.02540503,0.02540503,1541910360,358.723
0.02542437,0.02543131,0.02540501,0.02540502,1541910420,649.3943
0.02540502,0.02541422,0.02540502,0.02541422,1541910480,695.1133
0.02539317,0.02541855,0.02539316,0.02540497,1541910540,529.4959
0.02542354,0.02542356,0.02542354,0.02542356,1541910600,1264.1512
0.02539319,0.02541588,0.02539319,0.02541588,1541910660,790.8182
0.02539316,0.02539316,0.02539316,0.02539316,1541910720,741.5217
0.02539318,0.02542319,0.02539318,0.02542319,1541910780,687.3677
0.02542189,0.02542198,0.0254151,0.0254151,1541910840,657.5689
0.02542192,0.02542192,0.02542192,0.02542192,1541910900,284.192
0.02542174,0.02542174,0.02540224,0.02540224,1541910960,786.1095
0.02543301,0.02543301,0.02539504,0.02540228,1541911020,1610.263
0.02540903,0.02542855,0.02540903,0.02542855,1541911080,1685.9433
0.02540905,0.02542401,0.02540905,0.02542401,1541911140,343.2699
0.02540906,0.02540906,0.02540906,0.02540906,1541911200,245.79
0.02542848,0.0254285,0.02541675,0.0254285,1541911260,982.3248
0.02540901,0.02540901,0.02540901,0.02540901,1541911320,226.1496
0.02542241,0.02542797,0.02540309,0.02542797,1541911380,736.7745
0.02542243,0.02542243,0.02539316,0.02540245,1541911440,741.5472
0.02542247,0.02542247,0.02542247,0.02542247,1541911500,510.9116
0.02542242,0.02542242,0.02539316,0.02539316,1541911560,725.397
0.02542244,0.02542244,0.02540315,0.02542192,1541911620,778.8542
0.02541733,0.02542242,0.02538751,0.02542242,1541911680,1254.0298
0.0254027,0.0254027,0.02539216,0.02539791,1541911740,412.9636
0.02541184,0.02541184,0.02541184,0.02541184,1541911800,268.4002
0.02539236,0.02539236,0.02539236,0.02539236,1541911860,1063.6132
0.0254109,0.02541184,0.0254109,0.02541184,1541911920,774.7352
0.02541184,0.02541188,0.02541184,0.02541188,1541911980,1139.4332
0.02539242,0.02539242,0.02539233,0.0253924,1541912040,682.4654
0.02538717,0.02541184,0.02538717,0.02541178,1541912100,425.2287
0.02541183,0.02541183,0.0253872,0.0253872,1541912160,997.2395
0.02539508,0.02539508,0.02539508,0.02539508,1541912220,0.4999
0.02538853,0.02541189,0.02538853,0.02541189,1541912280,715.014
0.02541192,0.02541192,0.02541185,0.02541185,1541912340,340.6403
0.0253911,0.02541088,0.0253911,0.02541088,1541912400,892.5676
0.02541734,0.02541737,0.02541734,0.02541737,1541912460,831.5664
0.02541575,0.02541739,0.0253885,0.0253885,1541912520,1726.6262
0.02541175,0.02541176,0.02539225,0.02539225,1541912580,1961.7198
0.02539225,0.02539233,0.02539225,0.02539233,1541912640,365.6194
0.02541143,0.02541151,0.02541143,0.02541151,1541912700,363.7668
0.02539234,0.02539234,0.02539233,0.02539233,1541912760,1121.1658
0.02539691,0.02539691,0.0253923,0.0253923,1541912820,741.5246
0.02541177,0.02541177,0.02539228,0.02539228,1541912880,444.5368
0.0253885,0.02539227,0.0253885,0.02539225,1541912940,1287.0501
0.02538852,0.02538966,0.02538852,0.02538966,1541913000,302.3897
0.02538857,0.02538857,0.02538857,0.02538857,1541913060,432.5454
0.02538853,0.02541126,0.0253885,0.0253885,1541913120,780.3436
0.02541249,0.02541249,0.0253885,0.02541068,1541913180,815.7979
0.02538854,0.02538854,0.02538854,0.02538854,1541913240,326.9016
0.02538856,0.02541322,0.02538856,0.02541322,1541913300,830.1922
0.02539394,0.02539394,0.0253885,0.02538857,1541913360,448.448
0.0254003,0.02541316,0.0253885,0.02541316,1541913420,1218.2733
0.02538858,0.02538858,0.02538858,0.02538858,1541913480,477.515
0.02538856,0.02541304,0.02538856,0.02541304,1541913540,962.2506
0.02541303,0.02541303,0.02540381,0.02540381,1541913600,396.6409
0.02538858,0.02538858,0.02538858,0.02538858,1541913660,873.9158
0.02541362,0.02541736,0.02541362,0.02541735,1541913720,1815.1785
0.02538854,0.02538854,0.02538854,0.02538854,1541913780,575.1407
0.02538853,0.02538853,0.02538853,0.02538853,1541913840,751.0521
0.02539147,0.02540885,0.02538866,0.02538866,1541913900,887.902
0.025394,0.025394,0.025394,0.025394,1541913960,432.5632
0.02539502,0.02539502,0.02539502,0.02539502,1541914020,346.2509
0.0254174,0.0254174,0.025395,0.025395,1541914080,1256.2085
0.02539857,0.02539857,0.02539857,0.02539857,1541914140,476.5354
0.02539857,0.0254174,0.02539857,0.0254174,1541914200,1231.4916
0.02541565,0.02541736,0.02541565,0.02541736,1541914260,480.3708
0.02541734,0.02541734,0.02541734,0.02541734,1541914320,466.57
0.02539851,0.02541741,0.02539851,0.02541741,1541914380,824.8544
0.02541986,0.02543748,0.02541026,0.02542208,1541914440,265.5393
0.02542448,0.02542448,0.0254003,0.02541986,1541914500,599.0693
0.02542903,0.02542903,0.02540127,0.02542448,1541914560,896.0662
0.02540555,0.02542018,0.02540555,0.02542018,1541914620,322.2759
0.02542912,0.02542912,0.02542905,0.02542905,1541914680,896.1786
0.0254307,0.02545121,0.02542682,0.02542682,1541914740,470.4155
0.02540722,0.02541908,0.02540722,0.02541908,1541914800,638.3771
0.02540026,0.02543142,0.02540026,0.02540549,1541914860,820.1249
0.02540332,0.02542276,0.02540332,0.02541881,1541914920,877.1557
0.02542281,0.02542281,0.02542281,0.02542281,1541914980,559.6437
0.02541815,0.02542275,0.02541815,0.02542275,1541915040,356.8385
0.02540331,0.02540331,0.02540331,0.02540331,1541915100,1036.4313
0.02542275,0.02542275,0.02540332,0.02540332,1541915160,1068.7517
0.02542288,0.02542288,0.02540593,0.02540593,1541915220,183.2436
0.02543141,0.02543141,0.02542289,0.02542289,1541915280,875.851
0.02541306,0.02543137,0.02541306,0.02542284,1541915340,262.1544
0.02540328,0.02540328,0.02540328,0.02540328,1541915400,371.2086
0.02540329,0.02540329,0.02540329,0.02540329,1541915460,469.13
0.0254314,0.0254314,0.02540963,0.02543136,1541915520,666.7326
0.02544221,0.02544221,0.02543137,0.02543137,1541915580,1218.6906
0.02541265,0.02541265,0.02541263,0.02541263,1541915640,855.6765
0.02543212,0.02543212,0.02541984,0.02541984,1541915700,225.2417
0.02543212,0.02543212,0.02543212,0.02543212,1541915760,530.8056
0.02543214,0.02543214,0.02541985,0.02541985,1541915820,822.3044
0.02544175,0.02544175,0.0254126,0.02541984,1541915880,409.3371
